26 38.2538 26 47.3538
52 48.5231 52 64.2
78 53.7231 78 70.9308
104 52.9846 104 74.1077
130 57.0923 130 77.8692
156 58.1923 156 80.8
182 59.8846 182 80.9538
208 60.8154 208 85.1154
234 60.1308 234 84.2692
260 61.3462 260 84.5385
286 61.0615 286 84.2462
312 62.2538 312 84.9462
338 62.7923 338 87.6769
364 63.5 364 87.5385
390 63.1154 390 87.7385
